timestamp,pid,label,rss_kb
1787326112,14313,brain_daemon,294768
1787326112,32999,arc_client,49248
1787326114,14313,brain_daemon,310336
1787326114,32999,arc_client,49744
1787326117,14313,brain_daemon,311712
1787326117,32999,arc_client,49248
1787326119,14313,brain_daemon,312096
1787326119,32999,arc_client,49248
1787326121,14313,brain_daemon,313952
1787326121,32999,arc_client,49248
1787326123,14313,brain_daemon,313952
1787326123,32999,arc_client,49248
1787326125,14313,brain_daemon,313968
1787326125,32999,arc_client,49248
1787326127,14313,brain_daemon,314032
1787326127,32999,arc_client,49248
1787326129,14313,brain_daemon,314048
1787326129,32999,arc_client,49248
1787326131,14313,brain_daemon,226960
1787326131,32999,arc_client,49072
1787326133,14313,brain_daemon,227280
1787326133,32999,arc_client,48944
1787326135,14313,brain_daemon,229744
1787326135,32999,arc_client,48944
1787326137,14313,brain_daemon,230320
1787326137,32999,arc_client,48944
1787326139,14313,brain_daemon,231072
1787326139,32999,arc_client,48944
1787326141,14313,brain_daemon,231072
1787326141,32999,arc_client,48944
1787326143,14313,brain_daemon,234032
1787326143,32999,arc_client,48944
1787326145,14313,brain_daemon,302864
1787326145,32999,arc_client,48944
1787326147,14313,brain_daemon,307408
1787326147,32999,arc_client,47920
1787326149,14313,brain_daemon,310688
1787326149,32999,arc_client,49200
1787326151,14313,brain_daemon,309728
1787326151,32999,arc_client,48896
1787326153,14313,brain_daemon,309728
1787326153,32999,arc_client,48896
1787326155,14313,brain_daemon,309776
1787326155,32999,arc_client,48896
1787326157,14313,brain_daemon,310928
1787326157,32999,arc_client,48896
1787326159,14313,brain_daemon,311712
1787326159,32999,arc_client,48896
1787326161,14313,brain_daemon,312864
1787326161,32999,arc_client,49200
1787326163,14313,brain_daemon,293296
1787326163,32999,arc_client,44624
1787326165,14313,brain_daemon,295248
1787326165,32999,arc_client,44624
1787326167,14313,brain_daemon,295584
1787326167,32999,arc_client,44624
1787326169,14313,brain_daemon,295648
1787326169,32999,arc_client,44624
1787326172,14313,brain_daemon,295648
1787326172,32999,arc_client,44624
1787326174,14313,brain_daemon,296000
1787326174,32999,arc_client,44624
1787326176,14313,brain_daemon,299024
1787326176,32999,arc_client,44624
1787326178,14313,brain_daemon,315904
1787326178,32999,arc_client,49984
1787326180,14313,brain_daemon,319616
1787326180,32999,arc_client,50064
1787326182,14313,brain_daemon,319616
1787326182,32999,arc_client,50064
1787326184,14313,brain_daemon,316560
1787326184,32999,arc_client,49760
1787326186,14313,brain_daemon,316560
1787326186,32999,arc_client,49760
1787326188,14313,brain_daemon,316576
1787326188,32999,arc_client,49760
1787326190,14313,brain_daemon,317424
1787326190,32999,arc_client,49760
1787326192,14313,brain_daemon,317408
1787326192,32999,arc_client,49760
1787326194,14313,brain_daemon,312448
1787326194,32999,arc_client,47424
1787326196,14313,brain_daemon,309280
1787326196,32999,arc_client,49456
1787326198,14313,brain_daemon,307616
1787326198,32999,arc_client,48992
1787326200,14313,brain_daemon,848400
1787326200,32999,arc_client,48992
1787326202,14313,brain_daemon,898608
1787326202,32999,arc_client,48992
1787326204,14313,brain_daemon,935888
1787326204,32999,arc_client,48992
1787326206,14313,brain_daemon,968960
1787326206,32999,arc_client,48992
1787326208,14313,brain_daemon,1001168
1787326208,32999,arc_client,48944
1787326210,14313,brain_daemon,1030144
1787326210,32999,arc_client,49152
1787326212,14313,brain_daemon,1063184
1787326212,32999,arc_client,49152
1787326214,14313,brain_daemon,1098848
1787326214,32999,arc_client,49152
1787326216,14313,brain_daemon,1136992
1787326216,32999,arc_client,49504
1787326218,14313,brain_daemon,1134144
1787326218,32999,arc_client,49216
1787326220,14313,brain_daemon,1167072
1787326220,32999,arc_client,49216
1787326222,14313,brain_daemon,1199616
1787326222,32999,arc_client,49216
1787326225,14313,brain_daemon,1236624
1787326225,32999,arc_client,49216
1787326227,14313,brain_daemon,1270896
1787326227,32999,arc_client,49216
1787326229,14313,brain_daemon,1304272
1787326229,32999,arc_client,49216
1787326231,14313,brain_daemon,1339360
1787326231,32999,arc_client,49712
1787326233,14313,brain_daemon,1372400
1787326233,32999,arc_client,49712
1787326235,14313,brain_daemon,1405776
1787326235,32999,arc_client,49712
1787326237,14313,brain_daemon,1439232
1787326237,32999,arc_client,49712
1787326239,14313,brain_daemon,1477072
1787326239,32999,arc_client,49712
1787326241,14313,brain_daemon,1511104
1787326241,32999,arc_client,49712
1787326243,14313,brain_daemon,1545728
1787326243,32999,arc_client,49712
1787326245,14313,brain_daemon,1580000
1787326245,32999,arc_client,49712
1787326247,14313,brain_daemon,1616528
1787326247,32999,arc_client,49712
1787326249,14313,brain_daemon,1652640
1787326249,32999,arc_client,49712
1787326251,14313,brain_daemon,1692640
1787326251,32999,arc_client,49712
1787326253,14313,brain_daemon,1731168
1787326253,32999,arc_client,49712
1787326255,14313,brain_daemon,1766784
1787326255,32999,arc_client,49712
1787326257,14313,brain_daemon,1803424
1787326257,32999,arc_client,49712
1787326259,14313,brain_daemon,1843392
1787326259,32999,arc_client,49712
1787326261,14313,brain_daemon,1883904
1787326261,32999,arc_client,49712
1787326263,14313,brain_daemon,1919392
1787326263,32999,arc_client,49712
1787326265,14313,brain_daemon,1696784
1787326265,32999,arc_client,46160
1787326267,14313,brain_daemon,1153024
1787326267,32999,arc_client,42880
1787326270,14313,brain_daemon,1182784
1787326270,32999,arc_client,42880
1787326272,14313,brain_daemon,1135808
1787326272,32999,arc_client,46032
1787326274,14313,brain_daemon,1148272
1787326274,32999,arc_client,45472
1787326276,14313,brain_daemon,1176848
1787326276,32999,arc_client,45472
1787326278,14313,brain_daemon,1197952
1787326278,32999,arc_client,45472
1787326280,14313,brain_daemon,1254304
1787326280,32999,arc_client,45472
1787326282,14313,brain_daemon,1277008
1787326282,32999,arc_client,45472
1787326284,14313,brain_daemon,1277008
1787326284,32999,arc_client,45472
1787326286,14313,brain_daemon,1280336
1787326286,32999,arc_client,49344
1787326288,14313,brain_daemon,1281008
1787326288,32999,arc_client,49504
1787326290,14313,brain_daemon,1281040
1787326290,32999,arc_client,49504
1787326292,14313,brain_daemon,1281040
1787326292,32999,arc_client,49504
1787326294,14313,brain_daemon,1281040
1787326294,32999,arc_client,49504
1787326296,14313,brain_daemon,1281664
1787326296,32999,arc_client,49504
1787326298,14313,brain_daemon,1281664
1787326298,32999,arc_client,49504
1787326300,14313,brain_daemon,1281664
1787326300,32999,arc_client,49504
1787326302,14313,brain_daemon,864832
1787326302,32999,arc_client,49920
1787326304,14313,brain_daemon,833456
1787326304,32999,arc_client,49776
1787326306,14313,brain_daemon,796336
1787326306,32999,arc_client,49680
1787326308,14313,brain_daemon,791152
1787326308,32999,arc_client,49680
1787326310,14313,brain_daemon,791152
1787326310,32999,arc_client,49680
1787326312,14313,brain_daemon,792800
1787326312,32999,arc_client,49680
1787326314,14313,brain_daemon,792800
1787326314,32999,arc_client,49680
1787326316,14313,brain_daemon,795856
1787326316,32999,arc_client,50144
1787326318,14313,brain_daemon,700640
1787326318,32999,arc_client,50208
1787326320,14313,brain_daemon,662784
1787326320,32999,arc_client,50176
1787326323,14313,brain_daemon,662784
1787326323,32999,arc_client,50176
1787326325,14313,brain_daemon,662784
1787326325,32999,arc_client,50176
1787326327,14313,brain_daemon,664336
1787326327,32999,arc_client,50176
1787326329,14313,brain_daemon,664336
1787326329,32999,arc_client,50176
1787326331,14313,brain_daemon,664336
1787326331,32999,arc_client,50176
1787326333,14313,brain_daemon,622304
1787326333,32999,arc_client,50720
1787326335,14313,brain_daemon,620160
1787326335,32999,arc_client,50704
1787326337,14313,brain_daemon,620160
1787326337,32999,arc_client,50704
1787326339,14313,brain_daemon,583744
1787326339,32999,arc_client,50672
1787326341,14313,brain_daemon,583744
1787326341,32999,arc_client,50672
1787326343,14313,brain_daemon,582128
1787326343,32999,arc_client,50640
1787326345,14313,brain_daemon,582128
1787326345,32999,arc_client,50640
1787326347,14313,brain_daemon,564288
1787326347,32999,arc_client,50992
1787326349,14313,brain_daemon,313776
1787326349,32999,arc_client,50384
1787326351,14313,brain_daemon,313648
1787326351,32999,arc_client,50384
1787326353,14313,brain_daemon,313744
1787326353,32999,arc_client,50384
1787326355,14313,brain_daemon,313744
1787326355,32999,arc_client,50384
1787326357,14313,brain_daemon,319440
1787326357,32999,arc_client,50384
1787326359,14313,brain_daemon,319456
1787326359,32999,arc_client,50384
1787326361,14313,brain_daemon,319456
1787326361,32999,arc_client,50400
1787326363,14313,brain_daemon,326880
1787326363,32999,arc_client,51136
1787326365,14313,brain_daemon,327136
1787326365,32999,arc_client,51136
1787326367,14313,brain_daemon,327136
1787326367,32999,arc_client,51136
1787326369,14313,brain_daemon,327136
1787326369,32999,arc_client,51136
1787326371,14313,brain_daemon,327952
1787326371,32999,arc_client,51136
1787326373,14313,brain_daemon,327952
1787326373,32999,arc_client,51136
1787326375,14313,brain_daemon,328208
1787326375,32999,arc_client,51136
1787326377,14313,brain_daemon,333936
1787326377,32999,arc_client,51632
1787326380,14313,brain_daemon,334576
1787326380,32999,arc_client,51696
1787326382,14313,brain_daemon,334576
1787326382,32999,arc_client,51696
1787326384,14313,brain_daemon,334576
1787326384,32999,arc_client,51696
1787326386,14313,brain_daemon,334576
1787326386,32999,arc_client,51728
1787326388,14313,brain_daemon,334624
1787326388,32999,arc_client,51520
1787326390,14313,brain_daemon,327296
1787326390,32999,arc_client,50784
1787326392,14313,brain_daemon,327296
1787326392,32999,arc_client,50800
1787326394,14313,brain_daemon,326032
1787326394,32999,arc_client,51216
1787326396,14313,brain_daemon,327056
1787326396,32999,arc_client,51216
1787326398,14313,brain_daemon,327248
1787326398,32999,arc_client,51216
1787326400,14313,brain_daemon,326704
1787326400,32999,arc_client,51216
1787326402,14313,brain_daemon,323664
1787326402,32999,arc_client,51104
1787326404,14313,brain_daemon,312112
1787326404,32999,arc_client,50432
1787326406,14313,brain_daemon,312416
1787326406,32999,arc_client,50432
1787326408,14313,brain_daemon,324272
1787326408,32999,arc_client,50688
1787326410,14313,brain_daemon,323200
1787326410,32999,arc_client,50752
1787326412,14313,brain_daemon,323200
1787326412,32999,arc_client,50752
1787326414,14313,brain_daemon,323248
1787326414,32999,arc_client,50752
1787326416,14313,brain_daemon,323328
1787326416,32999,arc_client,50752
1787326418,14313,brain_daemon,324432
1787326418,32999,arc_client,50752
1787326420,14313,brain_daemon,324432
1787326420,32999,arc_client,50752
1787326422,14313,brain_daemon,323984
1787326422,32999,arc_client,50752
1787326424,14313,brain_daemon,322896
1787326424,32999,arc_client,51040
1787326426,14313,brain_daemon,322272
1787326426,32999,arc_client,50976
1787326428,14313,brain_daemon,321168
1787326428,32999,arc_client,50976
1787326430,14313,brain_daemon,321184
1787326430,32999,arc_client,50976
1787326432,14313,brain_daemon,322384
1787326432,32999,arc_client,50976
1787326435,14313,brain_daemon,322384
1787326435,32999,arc_client,50976
1787326437,14313,brain_daemon,322656
1787326437,32999,arc_client,50976
1787326439,14313,brain_daemon,323888
1787326439,32999,arc_client,51376
1787326441,14313,brain_daemon,283344
1787326441,32999,arc_client,48560
1787326443,14313,brain_daemon,283344
1787326443,32999,arc_client,48560
1787326445,14313,brain_daemon,283760
1787326445,32999,arc_client,48560
1787326447,14313,brain_daemon,301376
1787326447,32999,arc_client,48560
1787326449,14313,brain_daemon,302208
1787326449,32999,arc_client,48560
1787326451,14313,brain_daemon,302208
1787326451,32999,arc_client,48560
1787326453,14313,brain_daemon,302208
1787326453,32999,arc_client,48560
1787326455,14313,brain_daemon,291312
1787326455,32999,arc_client,44752
1787326457,14313,brain_daemon,308688
1787326457,32999,arc_client,50528
1787326459,14313,brain_daemon,308704
1787326459,32999,arc_client,50528
1787326461,14313,brain_daemon,308720
1787326461,32999,arc_client,50528
1787326463,14313,brain_daemon,321632
1787326463,32999,arc_client,50528
1787326465,14313,brain_daemon,321632
1787326465,32999,arc_client,50528
1787326467,14313,brain_daemon,321904
1787326467,32999,arc_client,50528
1787326469,14313,brain_daemon,321904
1787326469,32999,arc_client,50528
1787326471,14313,brain_daemon,321904
1787326471,32999,arc_client,50528
1787326473,14313,brain_daemon,312800
1787326473,32999,arc_client,49808
1787326475,14313,brain_daemon,314688
1787326475,32999,arc_client,50240
1787326477,14313,brain_daemon,318912
1787326477,32999,arc_client,50240
1787326479,14313,brain_daemon,318912
1787326479,32999,arc_client,50240
1787326481,14313,brain_daemon,318912
1787326481,32999,arc_client,50240
1787326483,14313,brain_daemon,318928
1787326483,32999,arc_client,50240
1787326485,14313,brain_daemon,318944
1787326485,32999,arc_client,50240
1787326488,14313,brain_daemon,319232
1787326488,32999,arc_client,50240
1787326490,14313,brain_daemon,323600
1787326490,32999,arc_client,50864
1787326492,14313,brain_daemon,327648
1787326492,32999,arc_client,50976
1787326494,14313,brain_daemon,328672
1787326494,32999,arc_client,50976
1787326496,14313,brain_daemon,321888
1787326496,32999,arc_client,50384
1787326498,14313,brain_daemon,321264
1787326498,32999,arc_client,50256
1787326500,14313,brain_daemon,321280
1787326500,32999,arc_client,50256
1787326502,14313,brain_daemon,321280
1787326502,32999,arc_client,50256
1787326504,14313,brain_daemon,321280
1787326504,32999,arc_client,50256
1787326506,14313,brain_daemon,321280
1787326506,32999,arc_client,50256
1787326508,14313,brain_daemon,284592
1787326508,32999,arc_client,63216
1787326510,14313,brain_daemon,273424
1787326510,32999,arc_client,61760
1787326512,14313,brain_daemon,273520
1787326512,32999,arc_client,61760
1787326514,14313,brain_daemon,281504
1787326514,32999,arc_client,63008
1787326516,14313,brain_daemon,282560
1787326516,32999,arc_client,63008
1787326518,14313,brain_daemon,282560
1787326518,32999,arc_client,63008
1787326520,14313,brain_daemon,282560
1787326520,32999,arc_client,63008
1787326522,14313,brain_daemon,300640
1787326522,32999,arc_client,63008
1787326524,14313,brain_daemon,304672
1787326524,32999,arc_client,63008
1787326526,14313,brain_daemon,311904
1787326526,32999,arc_client,63008
1787326528,14313,brain_daemon,321408
1787326528,32999,arc_client,63728
1787326530,14313,brain_daemon,320320
1787326530,32999,arc_client,63728
1787326532,14313,brain_daemon,320320
1787326532,32999,arc_client,63728
1787326534,14313,brain_daemon,320320
1787326534,32999,arc_client,63728
1787326536,14313,brain_daemon,320384
1787326536,32999,arc_client,63728
1787326539,14313,brain_daemon,321296
1787326539,32999,arc_client,63728
1787326541,14313,brain_daemon,321760
1787326541,32999,arc_client,63680
1787326543,14313,brain_daemon,326304
1787326543,32999,arc_client,63824
1787326545,14313,brain_daemon,325984
1787326545,32999,arc_client,63648
1787326547,14313,brain_daemon,313632
1787326547,32999,arc_client,63408
1787326549,14313,brain_daemon,313632
1787326549,32999,arc_client,63408
1787326551,14313,brain_daemon,313632
1787326551,32999,arc_client,63408
1787326553,14313,brain_daemon,322000
1787326553,32999,arc_client,63408
1787326555,14313,brain_daemon,322000
1787326555,32999,arc_client,63408
1787326557,14313,brain_daemon,322016
1787326557,32999,arc_client,63408
1787326559,14313,brain_daemon,323472
1787326559,32999,arc_client,63472
1787326561,14313,brain_daemon,325920
1787326561,32999,arc_client,63456
1787326563,14313,brain_daemon,321840
1787326563,32999,arc_client,63312
1787326565,14313,brain_daemon,321840
1787326565,32999,arc_client,63312
1787326567,14313,brain_daemon,321856
1787326567,32999,arc_client,63312
1787326569,14313,brain_daemon,328256
1787326569,32999,arc_client,63312
1787326571,14313,brain_daemon,328256
1787326571,32999,arc_client,63312
1787326573,14313,brain_daemon,328640
1787326573,32999,arc_client,63232
1787326575,14313,brain_daemon,333088
1787326575,32999,arc_client,63440
1787326577,14313,brain_daemon,333232
1787326577,32999,arc_client,63440
1787326579,14313,brain_daemon,814448
1787326579,32999,arc_client,49792
1787326581,14313,brain_daemon,866464
1787326581,32999,arc_client,49792
1787326583,14313,brain_daemon,905392
1787326583,32999,arc_client,49792
1787326585,14313,brain_daemon,940560
1787326585,32999,arc_client,49792
1787326588,14313,brain_daemon,976288
1787326588,32999,arc_client,49792
1787326590,14313,brain_daemon,1011760
1787326590,32999,arc_client,49792
1787326592,14313,brain_daemon,1040928
1787326592,32999,arc_client,49872
1787326594,14313,brain_daemon,1075376
1787326594,32999,arc_client,49872
1787326596,14313,brain_daemon,1113216
1787326596,32999,arc_client,49872
1787326598,14313,brain_daemon,1150352
1787326598,32999,arc_client,50688
1787326600,14313,brain_daemon,1184864
1787326600,32999,arc_client,50688
1787326602,14313,brain_daemon,1219024
1787326602,32999,arc_client,50672
1787326604,14313,brain_daemon,1253376
1787326604,32999,arc_client,50672
1787326606,14313,brain_daemon,1287552
1787326606,32999,arc_client,50672
1787326608,14313,brain_daemon,1323248
1787326608,32999,arc_client,50672
1787326610,14313,brain_daemon,1356704
1787326610,32999,arc_client,50672
1787326612,14313,brain_daemon,1390096
1787326612,32999,arc_client,50672
1787326614,14313,brain_daemon,1424384
1787326614,32999,arc_client,50672
1787326616,14313,brain_daemon,1458400
1787326616,32999,arc_client,50672
1787326618,14313,brain_daemon,1462912
1787326618,32999,arc_client,50608
1787326620,14313,brain_daemon,1498080
1787326620,32999,arc_client,50608
1787326622,14313,brain_daemon,1487376
1787326622,32999,arc_client,50512
1787326624,14313,brain_daemon,1517648
1787326624,32999,arc_client,50512
1787326626,14313,brain_daemon,1488736
1787326626,32999,arc_client,50512
1787326628,14313,brain_daemon,1504752
1787326628,32999,arc_client,50512
1787326631,14313,brain_daemon,1460224
1787326631,32999,arc_client,50512
1787326633,14313,brain_daemon,1499728
1787326633,32999,arc_client,50512
1787326635,14313,brain_daemon,1537824
1787326635,32999,arc_client,50512
1787326637,14313,brain_daemon,1578272
1787326637,32999,arc_client,50512
1787326639,14313,brain_daemon,1605152
1787326639,32999,arc_client,50512
1787326641,14313,brain_daemon,1646096
1787326641,32999,arc_client,50512
1787326643,14313,brain_daemon,1656464
1787326643,32999,arc_client,50448
1787326645,14313,brain_daemon,1172528
1787326645,32999,arc_client,49984
1787326647,14313,brain_daemon,1165728
1787326647,32999,arc_client,49712
1787326649,14313,brain_daemon,1169488
1787326649,32999,arc_client,48336
1787326651,14313,brain_daemon,1192048
1787326651,32999,arc_client,48336
1787326653,14313,brain_daemon,1221472
1787326653,32999,arc_client,48336
1787326655,14313,brain_daemon,1244784
1787326655,32999,arc_client,48336
1787326657,14313,brain_daemon,1262528
1787326657,32999,arc_client,48336
1787326659,14313,brain_daemon,958960
1787326659,32999,arc_client,49568
1787326661,14313,brain_daemon,924752
1787326661,32999,arc_client,49568
1787326663,14313,brain_daemon,911696
1787326663,32999,arc_client,49744
1787326666,14313,brain_daemon,908144
1787326666,32999,arc_client,49744
1787326668,14313,brain_daemon,876960
1787326668,32999,arc_client,49744
1787326670,14313,brain_daemon,875984
1787326670,32999,arc_client,49744
1787326672,14313,brain_daemon,863232
1787326672,32999,arc_client,49744
1787326674,14313,brain_daemon,863232
1787326674,32999,arc_client,49744
1787326676,14313,brain_daemon,863296
1787326676,32999,arc_client,49744
1787326678,14313,brain_daemon,444048
1787326678,32999,arc_client,50032
1787326680,14313,brain_daemon,431376
1787326680,32999,arc_client,50000
1787326682,14313,brain_daemon,431376
1787326682,32999,arc_client,50000
1787326684,14313,brain_daemon,432368
1787326684,32999,arc_client,50000
1787326686,14313,brain_daemon,432368
1787326686,32999,arc_client,50000
1787326688,14313,brain_daemon,432368
1787326688,32999,arc_client,50000
1787326690,14313,brain_daemon,348960
1787326690,32999,arc_client,50672
1787326692,14313,brain_daemon,340768
1787326692,32999,arc_client,50608
1787326694,14313,brain_daemon,340176
1787326694,32999,arc_client,50688
1787326696,14313,brain_daemon,307376
1787326696,32999,arc_client,49600
1787326698,14313,brain_daemon,307168
1787326698,32999,arc_client,49472
1787326700,14313,brain_daemon,307232
1787326700,32999,arc_client,49472
1787326702,14313,brain_daemon,307232
1787326702,32999,arc_client,49472
1787326704,14313,brain_daemon,309712
1787326704,32999,arc_client,49472
1787326706,14313,brain_daemon,331360
1787326706,32999,arc_client,50624
1787326708,14313,brain_daemon,331360
1787326708,32999,arc_client,50624
1787326710,14313,brain_daemon,332256
1787326710,32999,arc_client,50688
1787326712,14313,brain_daemon,332096
1787326712,32999,arc_client,50688
1787326715,14313,brain_daemon,332736
1787326715,32999,arc_client,50688
1787326717,14313,brain_daemon,332736
1787326717,32999,arc_client,50688
1787326719,14313,brain_daemon,325152
1787326719,32999,arc_client,50496
1787326721,14313,brain_daemon,333776
1787326721,32999,arc_client,50400
1787326723,14313,brain_daemon,332848
1787326723,32999,arc_client,50400
1787326725,14313,brain_daemon,338432
1787326725,32999,arc_client,57232
1787326727,14313,brain_daemon,338016
1787326727,32999,arc_client,57104
1787326729,14313,brain_daemon,340416
1787326729,32999,arc_client,57152
1787326731,14313,brain_daemon,340432
1787326731,32999,arc_client,57152
1787326733,14313,brain_daemon,340432
1787326733,32999,arc_client,57152
1787326735,14313,brain_daemon,340768
1787326735,32999,arc_client,57104
1787326737,14313,brain_daemon,340768
1787326737,32999,arc_client,57104
1787326739,14313,brain_daemon,340128
1787326739,32999,arc_client,56016
1787326741,14313,brain_daemon,339824
1787326741,32999,arc_client,55968
1787326743,14313,brain_daemon,354432
1787326743,32999,arc_client,56144
1787326745,14313,brain_daemon,349552
1787326745,32999,arc_client,55584
1787326747,14313,brain_daemon,317408
1787326747,32999,arc_client,54768
1787326749,14313,brain_daemon,317408
1787326749,32999,arc_client,54768
1787326751,14313,brain_daemon,352176
1787326751,32999,arc_client,54768
1787326753,14313,brain_daemon,352176
1787326753,32999,arc_client,54768
1787326755,14313,brain_daemon,352208
1787326755,32999,arc_client,54768
1787326757,14313,brain_daemon,352208
1787326757,32999,arc_client,54768
1787326759,14313,brain_daemon,342720
1787326759,32999,arc_client,54112
1787326761,14313,brain_daemon,340144
1787326761,32999,arc_client,54304
1787326764,14313,brain_daemon,340144
1787326764,32999,arc_client,54304
1787326766,14313,brain_daemon,327344
1787326766,32999,arc_client,53584
1787326768,14313,brain_daemon,323136
1787326768,32999,arc_client,49360
1787326770,14313,brain_daemon,323136
1787326770,32999,arc_client,49360
1787326772,14313,brain_daemon,323136
1787326772,32999,arc_client,49360
1787326774,14313,brain_daemon,323136
1787326774,32999,arc_client,49360
1787326776,14313,brain_daemon,323280
1787326776,32999,arc_client,49360
1787326778,14313,brain_daemon,323280
1787326778,32999,arc_client,49360
1787326780,14313,brain_daemon,330208
1787326780,32999,arc_client,49152
1787326782,14313,brain_daemon,336128
1787326782,32999,arc_client,49072
1787326784,14313,brain_daemon,306416
1787326784,32999,arc_client,44912
1787326786,14313,brain_daemon,307632
1787326786,32999,arc_client,44912
1787326788,14313,brain_daemon,307632
1787326788,32999,arc_client,44912
1787326790,14313,brain_daemon,307648
1787326790,32999,arc_client,44912
1787326792,14313,brain_daemon,307648
1787326792,32999,arc_client,44912
1787326794,14313,brain_daemon,307664
1787326794,32999,arc_client,44912
1787326796,14313,brain_daemon,308384
1787326796,32999,arc_client,44912
