timestamp,pid,label,rss_kb
1787325966,14313,brain_daemon,7448704
1787325966,32999,arc_client,12336
1787325968,14313,brain_daemon,7465536
1787325968,32999,arc_client,80720
1787325970,14313,brain_daemon,5061056
1787325970,32999,arc_client,62064
1787325972,14313,brain_daemon,209440
1787325972,32999,arc_client,57584
1787325974,14313,brain_daemon,385280
1787325974,32999,arc_client,19776
1787325976,14313,brain_daemon,431360
1787325976,32999,arc_client,16896
1787325978,14313,brain_daemon,595104
1787325978,32999,arc_client,46560
1787325980,14313,brain_daemon,595056
1787325980,32999,arc_client,46560
1787325982,14313,brain_daemon,595056
1787325982,32999,arc_client,46560
1787325984,14313,brain_daemon,587696
1787325984,32999,arc_client,46240
1787325986,14313,brain_daemon,581408
1787325986,32999,arc_client,46112
1787325988,14313,brain_daemon,581440
1787325988,32999,arc_client,46112
1787325990,14313,brain_daemon,587744
1787325990,32999,arc_client,52992
1787325992,14313,brain_daemon,511760
1787325992,32999,arc_client,49472
1787325994,14313,brain_daemon,605824
1787325994,32999,arc_client,49472
1787325996,14313,brain_daemon,558432
1787325996,32999,arc_client,47024
1787325998,14313,brain_daemon,517440
1787325998,32999,arc_client,46944
1787326000,14313,brain_daemon,516944
1787326000,32999,arc_client,46928
1787326002,14313,brain_daemon,516944
1787326002,32999,arc_client,46928
1787326004,14313,brain_daemon,518304
1787326004,32999,arc_client,46928
1787326007,14313,brain_daemon,838880
1787326007,32999,arc_client,50576
1787326009,14313,brain_daemon,844480
1787326009,32999,arc_client,44208
1787326011,14313,brain_daemon,844496
1787326011,32999,arc_client,44208
1787326013,14313,brain_daemon,844528
1787326013,32999,arc_client,44208
1787326015,14313,brain_daemon,844768
1787326015,32999,arc_client,44208
1787326017,14313,brain_daemon,788736
1787326017,32999,arc_client,43888
1787326019,14313,brain_daemon,811328
1787326019,32999,arc_client,43888
1787326021,14313,brain_daemon,803616
1787326021,32999,arc_client,43872
1787326023,14313,brain_daemon,549696
1787326023,32999,arc_client,48768
1787326025,14313,brain_daemon,593760
1787326025,32999,arc_client,48784
1787326027,14313,brain_daemon,593872
1787326027,32999,arc_client,48784
1787326029,14313,brain_daemon,600496
1787326029,32999,arc_client,47728
1787326031,14313,brain_daemon,589040
1787326031,32999,arc_client,47456
1787326033,14313,brain_daemon,589072
1787326033,32999,arc_client,47456
1787326035,14313,brain_daemon,589728
1787326035,32999,arc_client,47456
1787326037,14313,brain_daemon,589856
1787326037,32999,arc_client,47456
1787326039,14313,brain_daemon,621088
1787326039,32999,arc_client,47840
1787326041,14313,brain_daemon,598560
1787326041,32999,arc_client,49024
1787326043,14313,brain_daemon,570336
1787326043,32999,arc_client,49024
1787326045,14313,brain_daemon,571264
1787326045,32999,arc_client,49024
1787326047,14313,brain_daemon,571264
1787326047,32999,arc_client,49024
1787326049,14313,brain_daemon,571264
1787326049,32999,arc_client,49024
1787326051,14313,brain_daemon,571552
1787326051,32999,arc_client,49024
1787326053,14313,brain_daemon,522656
1787326053,32999,arc_client,49488
1787326055,14313,brain_daemon,406672
1787326055,32999,arc_client,48896
1787326057,14313,brain_daemon,406672
1787326057,32999,arc_client,48896
1787326060,14313,brain_daemon,410576
1787326060,32999,arc_client,48896
1787326062,14313,brain_daemon,410592
1787326062,32999,arc_client,48896
1787326064,14313,brain_daemon,410592
1787326064,32999,arc_client,48896
1787326066,14313,brain_daemon,410608
1787326066,32999,arc_client,48896
1787326068,14313,brain_daemon,411280
1787326068,32999,arc_client,48896
1787326070,14313,brain_daemon,307328
1787326070,32999,arc_client,30352
1787326072,14313,brain_daemon,308576
1787326072,32999,arc_client,49072
1787326074,14313,brain_daemon,308592
1787326074,32999,arc_client,49072
1787326076,14313,brain_daemon,309088
1787326076,32999,arc_client,49072
1787326078,14313,brain_daemon,309088
1787326078,32999,arc_client,49072
1787326080,14313,brain_daemon,309104
1787326080,32999,arc_client,49072
1787326082,14313,brain_daemon,309200
1787326082,32999,arc_client,49072
1787326084,14313,brain_daemon,309184
1787326084,32999,arc_client,49728
1787326086,14313,brain_daemon,250992
1787326086,32999,arc_client,48528
1787326088,14313,brain_daemon,250864
1787326088,32999,arc_client,48528
1787326090,14313,brain_daemon,253136
1787326090,32999,arc_client,48528
1787326092,14313,brain_daemon,253152
1787326092,32999,arc_client,48528
1787326094,14313,brain_daemon,253152
1787326094,32999,arc_client,48528
1787326096,14313,brain_daemon,255328
1787326096,32999,arc_client,48528
1787326098,14313,brain_daemon,255328
1787326098,32999,arc_client,48528
1787326100,14313,brain_daemon,289264
1787326100,32999,arc_client,46224
1787326102,14313,brain_daemon,292288
1787326102,32999,arc_client,49248
1787326104,14313,brain_daemon,292368
1787326104,32999,arc_client,49248
1787326106,14313,brain_daemon,293168
1787326106,32999,arc_client,49248
1787326108,14313,brain_daemon,293184
1787326108,32999,arc_client,49248
1787326110,14313,brain_daemon,293232
1787326110,32999,arc_client,49248
